Entity,Code,Year,Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized
Finland,FIN,2004,0.26315892,4.5626354,3.6238422,0.8928077,0.47957292
Finland,FIN,2005,0.26308632,4.5047083,3.6325862,0.8912973,0.482295
Finland,FIN,2006,0.26317286,4.501191,3.6727803,0.8912348,0.48176882
Finland,FIN,2007,0.2633657,4.5197916,3.7572758,0.89118284,0.47912952
Finland,FIN,2008,0.26360103,4.549082,3.8565438,0.8911268,0.4757311
Finland,FIN,2009,0.26381716,4.570138,3.941367,0.8910654,0.47291663
Finland,FIN,2010,0.26395252,4.567052,3.9826248,0.8909932,0.4714715
Finland,FIN,2011,0.26405624,4.511381,3.9929056,0.8909164,0.47192234
Finland,FIN,2012,0.26419657,4.406468,4.003368,0.890852,0.47296742
Finland,FIN,2013,0.26433876,4.2851677,4.0125227,0.89078057,0.47449762
Finland,FIN,2014,0.26445302,4.1834965,4.018936,0.89069825,0.47556847
Finland,FIN,2015,0.264503,4.13494,4.0213614,0.89060366,0.47577435
Finland,FIN,2016,0.26433897,4.0870504,4.0089893,0.890508,0.47623864
Finland,FIN,2017,0.26413894,4.043471,3.9950688,0.89043283,0.47758844
Finland,FIN,2018,0.26408598,4.0755067,3.9923728,0.89036083,0.47851437
Finland,FIN,2019,0.264076,4.139295,3.9931211,0.8902839,0.48180753
France,FRA,1990,0.2696844,4.4369454,6.260385,0.9024059,0.41320646
France,FRA,1991,0.26949352,4.345409,6.211114,0.9024199,0.41655153
France,FRA,1992,0.26931372,4.266028,6.1705575,0.90243673,0.41923186
France,FRA,1993,0.26915598,4.20327,6.139366,0.902455,0.4215786
France,FRA,1994,0.2690318,4.1617656,6.118272,0.9024767,0.42364043
France,FRA,1995,0.26895243,4.1453376,6.108033,0.9025052,0.42513222
France,FRA,1996,0.2688738,4.1525154,6.140379,0.90254134,0.42516664
France,FRA,1997,0.26876265,4.176228,6.224923,0.9025827,0.4245662
France,FRA,1998,0.26864624,4.2070193,6.3293,0.9026298,0.42396143
France,FRA,1999,0.26855278,4.232316,6.4213123,0.9026829,0.42407972
France,FRA,2000,0.26850972,4.244729,6.4687405,0.9027398,0.42458698
France,FRA,2001,0.26853687,4.2214923,6.4957767,0.9029132,0.4265239
France,FRA,2002,0.2686136,4.1610165,6.539635,0.9032428,0.4309938
France,FRA,2003,0.26870477,4.0834503,6.5875688,0.903619,0.43538436
France,FRA,2004,0.26877517,4.014091,6.626885,0.90393096,0.4398813
France,FRA,2005,0.26878932,3.9739125,6.64495,0.90407205,0.44317687
France,FRA,2006,0.26868856,3.974026,6.6078563,0.90408874,0.445222
France,FRA,2007,0.2684842,3.9995503,6.5144076,0.9040955,0.4478375
France,FRA,2008,0.2682447,4.0373745,6.4011726,0.9040959,0.44988844
France,FRA,2009,0.26803982,4.0673323,6.3046894,0.9040936,0.45207554
France,FRA,2010,0.2679384,4.0744433,6.2613683,0.9040912,0.45374352
France,FRA,2011,0.26794285,4.0445805,6.2596593,0.90409017,0.45611948
France,FRA,2012,0.26799536,3.9849403,6.2622643,0.9040932,0.45793402
France,FRA,2013,0.26807407,3.9137568,6.266963,0.90410143,0.4601503
France,FRA,2014,0.2681568,3.8540428,6.2715583,0.9041193,0.46196046
France,FRA,2015,0.2682231,3.8268294,6.2737494,0.90414417,0.46403405
France,FRA,2016,0.26853952,3.8271954,6.273039,0.90416116,0.4659254
France,FRA,2017,0.26882124,3.8294544,6.2719707,0.9041692,0.46636337
France,FRA,2018,0.2686775,3.8312697,6.2724633,0.90416944,0.467462
France,FRA,2019,0.26827893,3.835741,6.2742558,0.90416586,0.46825343
Gabon,GAB,1990,0.22998604,5.746222,3.918704,0.5620504,0.17904387
Gabon,GAB,1991,0.23020454,5.7413535,3.9197288,0.5620759,0.17936835
Gabon,GAB,1992,0.23034422,5.738203,3.9209032,0.5621005,0.17964138
Gabon,GAB,1993,0.23041691,5.735866,3.9221091,0.5621234,0.17963906
Gabon,GAB,1994,0.23043244,5.7345133,3.923305,0.5621435,0.17973891
Gabon,GAB,1995,0.23040336,5.734528,3.924375,0.56216127,0.17966312
Gabon,GAB,1996,0.23022743,5.7414293,3.9254594,0.56217664,0.17939416
Gabon,GAB,1997,0.229862,5.7507663,3.9271412,0.562189,0.17939092
Gabon,GAB,1998,0.22943337,5.7644076,3.9290047,0.56219816,0.17883402
Gabon,GAB,1999,0.22906463,5.7751226,3.9307132,0.56220454,0.17883231
Gabon,GAB,2000,0.22888033,5.779253,3.9317594,0.56220835,0.17846127
Gabon,GAB,2001,0.22889803,5.77756,3.9326594,0.5622088,0.17809178
Gabon,GAB,2002,0.2290009,5.7682223,3.934571,0.56220794,0.17769274
Gabon,GAB,2003,0.22913377,5.754261,3.9367735,0.5622059,0.17775801
Gabon,GAB,2004,0.2292405,5.7417917,3.9387085,0.56220376,0.17719553
Gabon,GAB,2005,0.22926858,5.7277446,3.9396634,0.5622014,0.17686555
Gabon,GAB,2006,0.22916035,5.70722,3.9386435,0.5621962,0.17650412
Gabon,GAB,2007,0.22893286,5.6708817,3.936573,0.5621924,0.17625059
Gabon,GAB,2008,0.22866473,5.6305923,3.934372,0.5621896,0.17578223
Gabon,GAB,2009,0.22843216,5.595165,3.9330862,0.56218904,0.17533709
Gabon,GAB,2010,0.22831261,5.5758996,3.9335086,0.56218934,0.17528164
Gabon,GAB,2011,0.2283148,5.569474,3.9367464,0.5621866,0.17522137
Gabon,GAB,2012,0.22836962,5.5612664,3.9432778,0.5621862,0.17637631
Gabon,GAB,2013,0.22845043,5.5564914,3.9515762,0.5621879,0.17820114
Gabon,GAB,2014,0.22853148,5.5537057,3.960165,0.56219226,0.17893761
Gabon,GAB,2015,0.22858937,5.550644,3.967308,0.5621972,0.17999405
Gabon,GAB,2016,0.2288562,5.549269,3.986159,0.56219935,0.18078963
Gabon,GAB,2017,0.22916965,5.5469394,4.0034146,0.56220305,0.18105756
Gabon,GAB,2018,0.22938916,5.5475774,4.0003605,0.56220764,0.18180557
Gabon,GAB,2019,0.22967814,5.5459714,3.9851205,0.5622134,0.18273167
Gambia,GMB,1990,0.21214218,5.5249696,3.263985,0.5483244,0.09225253
Gambia,GMB,1991,0.21245848,5.569441,3.2633934,0.5483142,0.09213855
Gambia,GMB,1992,0.21270458,5.6124306,3.2628193,0.5483085,0.09191421
Gambia,GMB,1993,0.21287537,5.648586,3.2622998,0.5483076,0.09127779
Gambia,GMB,1994,0.21296544,5.6792755,3.2618837,0.54831207,0.09121283
Gambia,GMB,1995,0.21297209,5.692947,3.2616246,0.5483214,0.09096664
Gambia,GMB,1996,0.21284932,5.7037177,3.2610912,0.54833376,0.090692826
Gambia,GMB,1997,0.2126023,5.713472,3.2601244,0.54835,0.090130135
Gambia,GMB,1998,0.21230957,5.722023,3.2591307,0.5483688,0.08968625
Gambia,GMB,1999,0.21204957,5.730662,3.2585037,0.5483893,0.08941464
Gambia,GMB,2000,0.21190059,5.741333,3.2586222,0.5484097,0.08917314
Gambia,GMB,2001,0.21191578,5.750823,3.2594495,0.5484269,0.089426875
Gambia,GMB,2002,0.21204473,5.754936,3.2605016,0.5484426,0.08973573
Gambia,GMB,2003,0.21221627,5.758524,3.2615798,0.54845583,0.09013283
Gambia,GMB,2004,0.21236116,5.753812,3.262515,0.5484663,0.09079073
Gambia,GMB,2005,0.21240836,5.7447333,3.263202,0.54847395,0.09098925
Gambia,GMB,2006,0.21230951,5.7130995,3.2634141,0.5484786,0.09103183
Gambia,GMB,2007,0.21210542,5.6555104,3.263215,0.54848135,0.090840824
Gambia,GMB,2008,0.21186367,5.5888605,3.2630374,0.54848236,0.09084328
Gambia,GMB,2009,0.21165125,5.534416,3.263324,0.5484822,0.09074409
Gambia,GMB,2010,0.21153559,5.502979,3.264521,0.54848135,0.091058016
Gambia,GMB,2011,0.2114966,5.4942346,3.2682388,0.5484807,0.09082519
Gambia,GMB,2012,0.21146663,5.490222,3.2747025,0.5484803,0.0913294
Gambia,GMB,2013,0.21144646,5.4868054,3.2823524,0.5484801,0.091457315
Gambia,GMB,2014,0.21143676,5.4846783,3.289633,0.54847986,0.091757566
Gambia,GMB,2015,0.21143858,5.4839745,3.294989,0.54847974,0.091907956
Gambia,GMB,2016,0.21155365,5.485185,3.3036745,0.54847974,0.09232334
Gambia,GMB,2017,0.2117245,5.4831705,3.3108513,0.5484799,0.09261847
Gambia,GMB,2018,0.21195462,5.48953,3.3125021,0.54848,0.09296786
Gambia,GMB,2019,0.21232498,5.5018787,3.3126862,0.54847974,0.09281238
Georgia,GEO,1990,0.2784874,3.3016546,2.5305865,0.52569467,0.13020895
Georgia,GEO,1991,0.27741206,3.2904124,2.5289245,0.5256764,0.12480913
Georgia,GEO,1992,0.27634495,3.2807374,2.528033,0.52567565,0.11985111
Georgia,GEO,1993,0.27532062,3.2733765,2.5276282,0.52568334,0.11541466
Georgia,GEO,1994,0.27437273,3.26683,2.5276644,0.52569985,0.110921964
Georgia,GEO,1995,0.27353626,3.2618365,2.5277877,0.52571267,0.10691257
Georgia,GEO,1996,0.27257946,3.256207,2.528823,0.5257194,0.10320111
Georgia,GEO,1997,0.27140895,3.2507255,2.53116,0.5257248,0.099361554
Georgia,GEO,1998,0.27026716,3.2477932,2.5339336,0.5257314,0.09571476
Georgia,GEO,1999,0.269396,3.243186,2.536291,0.52573794,0.09318832
Georgia,GEO,2000,0.26904136,3.2429016,2.537047,0.5257339,0.092534825
Georgia,GEO,2001,0.2693162,3.244202,2.5364332,0.5257128,0.092708886
Georgia,GEO,2002,0.27000943,3.2483537,2.5356421,0.5256837,0.093605556
Georgia,GEO,2003,0.2708805,3.2520487,2.5345955,0.52564543,0.09543583
Georgia,GEO,2004,0.27168593,3.2573864,2.533362,0.52560866,0.0971761
Georgia,GEO,2005,0.27218452,3.259616,2.5316985,0.5255648,0.09889821
Georgia,GEO,2006,0.27238345,3.260409,2.5289605,0.52551216,0.10083004
Georgia,GEO,2007,0.27249146,3.2583456,2.5252502,0.52546096,0.1033015
Georgia,GEO,2008,0.27256888,3.2580466,2.5212383,0.5254098,0.10542678
Georgia,GEO,2009,0.272676,3.25815,2.5175638,0.5253584,0.10821545
Georgia,GEO,2010,0.27287298,3.259764,2.5147352,0.5252982,0.11054998
Georgia,GEO,2011,0.27335104,3.266508,2.5121593,0.5252275,0.112632796
Georgia,GEO,2012,0.27413285,3.2756429,2.509171,0.52515745,0.11514854
Georgia,GEO,2013,0.2750313,3.287558,2.506185,0.52508855,0.11743594
Georgia,GEO,2014,0.27586108,3.2950292,2.5035746,0.52501845,0.11954058
Georgia,GEO,2015,0.27643597,3.299392,2.5016437,0.5249459,0.12139977
Georgia,GEO,2016,0.27680913,3.2960818,2.5032454,0.5248707,0.123153925
Georgia,GEO,2017,0.27703375,3.292854,2.5048897,0.52479917,0.124370754
Georgia,GEO,2018,0.27715322,3.3030865,2.5016582,0.5247313,0.12578088
Georgia,GEO,2019,0.27726552,3.3233132,2.4950473,0.5246634,0.12736228
Germany,DEU,1990,0.26181987,3.1874387,5.887693,0.750315,0.37825215
Germany,DEU,1991,0.26178813,3.1779912,5.955482,0.750007,0.38182774
Germany,DEU,1992,0.2617403,3.1708431,6.014791,0.74974173,0.38432565
Germany,DEU,1993,0.261681,3.1647382,6.0631056,0.74956155,0.3873852
Germany,DEU,1994,0.26161164,3.1584985,6.096981,0.7494532,0.38918835
Germany,DEU,1995,0.26154324,3.154968,6.1131544,0.7494107,0.39057308
Germany,DEU,1996,0.26144016,3.1501465,6.114999,0.74941826,0.3921777
Germany,DEU,1997,0.2612771,3.1498163,6.109635,0.7494491,0.39218703
Germany,DEU,1998,0.2610822,3.149625,6.0995073,0.7494874,0.39156723
Germany,DEU,1999,0.26088598,3.1518269,6.0871043,0.74952275,0.39153993
Germany,DEU,2000,0.2607296,3.1580033,6.0752563,0.7495678,0.3918454
Germany,DEU,2001,0.2604061,3.1938353,6.06614,0.7497514,0.3935821
Germany,DEU,2002,0.25980777,3.2658777,6.0599575,0.7501332,0.3963269
Germany,DEU,2003,0.2591246,3.3483357,6.0558968,0.7505901,0.3993696
Germany,DEU,2004,0.25854585,3.41829,6.052996,0.75097585,0.40170497
Germany,DEU,2005,0.25826865,3.4491034,6.05086,0.7511564,0.40381622
Germany,DEU,2006,0.25824082,3.4561625,6.06325,0.7511804,0.40503523
Germany,DEU,2007,0.25826615,3.4692407,6.0962496,0.75120103,0.40610555
Germany,DEU,2008,0.25832802,3.488274,6.13726,0.7512228,0.4074173
Germany,DEU,2009,0.2584109,3.5011506,6.1738863,0.7512634,0.40787047
Germany,DEU,2010,0.25850472,3.5041263,6.194222,0.7513417,0.40967724
Germany,DEU,2011,0.2586014,3.5028772,6.2050614,0.7512708,0.41205332
Germany,DEU,2012,0.2586948,3.5033655,6.217795,0.7508645,0.41420493
Germany,DEU,2013,0.2588036,3.4999578,6.2289786,0.750218,0.41666567
Germany,DEU,2014,0.25894794,3.5008144,6.2353673,0.7494602,0.41812757
Germany,DEU,2015,0.2591541,3.501964,6.2348394,0.74880296,0.420048
Germany,DEU,2016,0.26047474,3.4886234,6.2234306,0.74828607,0.4225094
Germany,DEU,2017,0.2618145,3.461354,6.2104564,0.7477406,0.42384422
Germany,DEU,2018,0.2623118,3.4255924,6.2064977,0.74727356,0.42474633
Germany,DEU,2019,0.26269624,3.3767943,6.208145,0.7469019,0.42561316
Ghana,GHA,1990,0.21062417,4.356545,2.96137,0.5439084,0.09229672
Ghana,GHA,1991,0.21117638,4.3545513,2.9598374,0.54390615,0.0927062
Ghana,GHA,1992,0.21166997,4.353243,2.9583561,0.5439035,0.093363054
Ghana,GHA,1993,0.21207832,4.353492,2.956993,0.54390085,0.09368988
Ghana,GHA,1994,0.21237451,4.3544226,2.9558408,0.5438982,0.09401068
Ghana,GHA,1995,0.21253367,4.352223,2.9549313,0.543896,0.09454078
Ghana,GHA,1996,0.21258576,4.3546424,2.9540224,0.54389405,0.094446726
Ghana,GHA,1997,0.21259211,4.3559055,2.9530275,0.54389226,0.09473027
Ghana,GHA,1998,0.21257651,4.358079,2.9521637,0.54389083,0.09505425
Ghana,GHA,1999,0.21256296,4.3603253,2.9516373,0.54388964,0.09490483
Ghana,GHA,2000,0.21257634,4.363825,2.9516318,0.5438893,0.095330164
Ghana,GHA,2001,0.21266769,4.3674393,2.9520316,0.5438902,0.09592678
Ghana,GHA,2002,0.2128347,4.3736086,2.9526322,0.5438919,0.09653505
Ghana,GHA,2003,0.21302237,4.3788495,2.953482,0.54389447,0.09742101
Ghana,GHA,2004,0.21317607,4.3850427,2.9546323,0.5438976,0.09809148
Ghana,GHA,2005,0.21324207,4.388548,2.9561124,0.543901,0.09863333
Ghana,GHA,2006,0.21319239,4.3864045,2.9585419,0.5439046,0.09959983
Ghana,GHA,2007,0.21307097,4.377118,2.9621303,0.5439084,0.10080663
Ghana,GHA,2008,0.21293281,4.366984,2.9662929,0.5439124,0.10126844
Ghana,GHA,2009,0.21283256,4.355304,2.9704459,0.54391664,0.102056526
Ghana,GHA,2010,0.21282461,4.3483276,2.9739766,0.54392046,0.10332497
Ghana,GHA,2011,0.2129731,4.346295,2.9788384,0.5439235,0.104649305
Ghana,GHA,2012,0.21326418,4.3478723,2.98622,0.54392624,0.106470056
Ghana,GHA,2013,0.21363544,4.3483744,2.994337,0.5439285,0.10846594
Ghana,GHA,2014,0.2140247,4.3502145,3.001409,0.54393053,0.11049566
Ghana,GHA,2015,0.21436906,4.3536882,3.0056489,0.5439322,0.11243819
Ghana,GHA,2016,0.21512064,4.352258,3.006121,0.5439334,0.11420724
Ghana,GHA,2017,0.21590398,4.3550158,3.0051334,0.5439343,0.11601488
Ghana,GHA,2018,0.21638712,4.358494,3.0035596,0.5439347,0.116874635
Ghana,GHA,2019,0.21691793,4.3620286,3.0005414,0.54393464,0.117816195
Greece,GRC,1990,0.2731105,4.9929886,5.549188,0.9069536,0.39892176
Greece,GRC,1991,0.27287626,4.9558005,5.5558925,0.9067558,0.39878094
Greece,GRC,1992,0.2727013,4.9320226,5.5612245,0.9065338,0.3987534
Greece,GRC,1993,0.2725772,4.918128,5.565851,0.9063588,0.39908054
Greece,GRC,1994,0.2725054,4.9144435,5.5692286,0.9062225,0.39970288
Greece,GRC,1995,0.27248988,4.9127254,5.570759,0.90609443,0.4006712
Greece,GRC,1996,0.2725734,5.0216413,5.571141,0.9059616,0.40182292
Greece,GRC,1997,0.27275673,5.2801523,5.5714655,0.9058461,0.40357262
Greece,GRC,1998,0.2729769,5.5862374,5.57152,0.90571415,0.406398
Greece,GRC,1999,0.27316153,5.8431926,5.571856,0.9056246,0.40993825
Greece,GRC,2000,0.2732509,5.950096,5.571912,0.90552664,0.4131478
Greece,GRC,2001,0.2732035,5.91311,5.566571,0.9053924,0.41775844
Greece,GRC,2002,0.2730594,5.8177276,5.555637,0.90530413,0.42361173
Greece,GRC,2003,0.27288303,5.70618,5.544638,0.9052445,0.4308234
Greece,GRC,2004,0.27273566,5.6072226,5.5387707,0.90520144,0.43663052
Greece,GRC,2005,0.27267995,5.5631027,5.5435123,0.9051681,0.43969107
Greece,GRC,2006,0.27274635,5.5578027,5.5584993,0.90515333,0.4407311
Greece,GRC,2007,0.2728949,5.558685,5.5784855,0.90517396,0.44098032
Greece,GRC,2008,0.27307,5.5600004,5.601163,0.9052111,0.43963906
Greece,GRC,2009,0.27321088,5.5610733,5.62452,0.9052735,0.43888727
Greece,GRC,2010,0.2732569,5.5540867,5.6466546,0.905373,0.4378887
Greece,GRC,2011,0.27316624,5.4631195,5.6707363,0.9055279,0.4364925
Greece,GRC,2012,0.27297807,5.264968,5.700089,0.9057607,0.4347287
Greece,GRC,2013,0.2727428,5.029115,5.7316275,0.9060225,0.43247563
Greece,GRC,2014,0.2725174,4.829,5.7621937,0.90626085,0.43019718
Greece,GRC,2015,0.27234915,4.7407064,5.789596,0.90648717,0.42965356
Greece,GRC,2016,0.27199858,4.7633934,5.8023725,0.9066465,0.43050185
Greece,GRC,2017,0.27171606,4.8174276,5.800956,0.90673256,0.4313691
Greece,GRC,2018,0.27184287,4.907854,5.7951775,0.9068066,0.4310318
Greece,GRC,2019,0.27222666,5.0422506,5.7790413,0.90686923,0.42984423
Greenland,GRL,1990,0.37102017,6.37872,4.732386,0.6168037,0.43811524
Greenland,GRL,1991,0.37300402,6.4341755,4.7399316,0.6170409,0.43632925
Greenland,GRL,1992,0.37472567,6.4768896,4.7470727,0.6173933,0.4342167
Greenland,GRL,1993,0.3761556,6.5086126,4.7502666,0.617555,0.43208835
Greenland,GRL,1994,0.3771187,6.5250273,4.751794,0.6177671,0.429902
Greenland,GRL,1995,0.37749884,6.5329275,4.7547307,0.6179126,0.42849985
Greenland,GRL,1996,0.3773452,6.5241904,4.7575507,0.61815006,0.4287707
Greenland,GRL,1997,0.3769013,6.509787,4.762519,0.6181364,0.42938754
Greenland,GRL,1998,0.37636876,6.486161,4.7659817,0.6180875,0.42970875
Greenland,GRL,1999,0.37593466,6.45628,4.7668605,0.61809605,0.4298394
Greenland,GRL,2000,0.37576997,6.4297996,4.766062,0.6181541,0.4295757
Greenland,GRL,2001,0.37630433,6.4119344,4.7674565,0.6213239,0.43078324
Greenland,GRL,2002,0.37768465,6.389702,4.7685833,0.62860495,0.43291956
Greenland,GRL,2003,0.3794169,6.3641376,4.768814,0.6372744,0.4359468
Greenland,GRL,2004,0.3809914,6.342541,4.7709217,0.6445995,0.4392555
Greenland,GRL,2005,0.3819658,6.3228755,4.7747684,0.6478601,0.4432988
Greenland,GRL,2006,0.38239303,6.3048396,4.7801275,0.64824826,0.44856995
Greenland,GRL,2007,0.38274676,6.2789564,4.7817774,0.64850146,0.45420536
Greenland,GRL,2008,0.38300627,6.252208,4.781048,0.64850664,0.45949417
Greenland,GRL,2009,0.38315332,6.2168527,4.779101,0.64863884,0.46434826
Greenland,GRL,2010,0.3832003,6.1909876,4.780535,0.64854807,0.46872953
Greenland,GRL,2011,0.38311332,6.1600375,4.7902102,0.6488914,0.47391996
Greenland,GRL,2012,0.38297394,6.115144,4.802792,0.6491392,0.47776613
Greenland,GRL,2013,0.38269868,6.0696588,4.8172474,0.64944965,0.4821645
Greenland,GRL,2014,0.3822727,6.0335107,4.830713,0.649633,0.48610085
Greenland,GRL,2015,0.38163927,6.0161996,4.8398976,0.64974993,0.48973152
Greenland,GRL,2016,0.3782327,6.0289526,4.850085,0.64985985,0.4926146
Greenland,GRL,2017,0.37495402,6.0420756,4.8598614,0.64997125,0.49568555
Greenland,GRL,2018,0.3747439,5.97785,4.8610606,0.6501915,0.49818945
Greenland,GRL,2019,0.3757375,5.835712,4.8561225,0.65031314,0.5001417
Grenada,GRD,1990,0.26941758,3.2359593,4.251868,0.9207532,0.17508723
Grenada,GRD,1991,0.26985982,3.2188475,4.239025,0.920604,0.17623831
Grenada,GRD,1992,0.2703055,3.2049325,4.2280107,0.92048794,0.1776318
Grenada,GRD,1993,0.27072865,3.196773,4.2189665,0.9203921,0.17954525
Grenada,GRD,1994,0.27110234,3.1909282,4.212189,0.92030936,0.18064941
Grenada,GRD,1995,0.27139947,3.189875,4.2082295,0.9202415,0.18218572
Grenada,GRD,1996,0.27172086,3.195743,4.206719,0.92018664,0.18357256
Grenada,GRD,1997,0.27213797,3.2064247,4.2065787,0.9201479,0.18510912
Grenada,GRD,1998,0.27258322,3.2202954,4.207026,0.9201203,0.1869925
Grenada,GRD,1999,0.27298817,3.2324076,4.2077055,0.92010516,0.18885125
Grenada,GRD,2000,0.27328455,3.242439,4.207918,0.92009836,0.19091322
Grenada,GRD,2001,0.27356994,3.2477374,4.2061214,0.92008376,0.19303046
Grenada,GRD,2002,0.2739443,3.255657,4.202509,0.9200552,0.19611074
Grenada,GRD,2003,0.27434734,3.2619338,4.198275,0.92001367,0.19901176
Grenada,GRD,2004,0.27471796,3.2668288,4.1947193,0.9199629,0.20182182
Grenada,GRD,2005,0.27499625,3.2670875,4.193067,0.91990083,0.20397381
Grenada,GRD,2006,0.27531436,3.2560234,4.1965566,0.91982275,0.20620283
Grenada,GRD,2007,0.27576932,3.2348087,4.2057014,0.9197328,0.20867026
Grenada,GRD,2008,0.27625263,3.210935,4.217312,0.91962963,0.21064676
Grenada,GRD,2009,0.27665603,3.1897829,4.22827,0.9195128,0.2122821
Grenada,GRD,2010,0.2768704,3.179474,4.23554,0.9193848,0.21336626
Grenada,GRD,2011,0.276922,3.1806154,4.2433195,0.91924703,0.21393684
Grenada,GRD,2012,0.27692875,3.1851122,4.2553287,0.9191014,0.21414296
Grenada,GRD,2013,0.2769198,3.19101,4.2682185,0.91895103,0.21415214
Grenada,GRD,2014,0.2769241,3.196049,4.278911,0.91880345,0.21426056
Grenada,GRD,2015,0.2769708,3.2003934,4.2838464,0.9186596,0.2147164
Grenada,GRD,2016,0.27736938,3.2008672,4.282873,0.9185193,0.21712744
Grenada,GRD,2017,0.2778804,3.201751,4.280764,0.9183826,0.2204002
Grenada,GRD,2018,0.27841783,3.2130177,4.2805805,0.9182504,0.22196285
Grenada,GRD,2019,0.27920952,3.23476,4.2821164,0.9181254,0.22329906
Guam,GUM,1990,0.32942277,3.165897,3.8787644,0.28458953,0.17493124
Guam,GUM,1991,0.32983398,3.1654363,3.883705,0.2845934,0.17351064
Guam,GUM,1992,0.3300379,3.1629455,3.890088,0.28461975,0.17216378
Guam,GUM,1993,0.33005887,3.161465,3.8976538,0.28466436,0.17150407
Guam,GUM,1994,0.32992762,3.1597486,3.9059725,0.28471738,0.17089194
Guam,GUM,1995,0.32967913,3.1587803,3.914,0.2847755,0.17060255
Guam,GUM,1996,0.32897034,3.155046,3.922531,0.28485093,0.17082523
Guam,GUM,1997,0.32769868,3.1506243,3.9328623,0.28493193,0.17011395
Guam,GUM,1998,0.32627082,3.1442797,3.943333,0.28501278,0.17019859
Guam,GUM,1999,0.3250932,3.1386132,3.95189,0.28508556,0.16985711
Guam,GUM,2000,0.32455412,3.1354263,3.957016,0.2851402,0.17010245
Guam,GUM,2001,0.32493126,3.1349998,3.9568677,0.28518552,0.17049412
Guam,GUM,2002,0.32596332,3.1355548,3.9527326,0.2852208,0.17158602
Guam,GUM,2003,0.3272414,3.1389785,3.9468265,0.28524628,0.17246184
Guam,GUM,2004,0.32836232,3.142691,3.9415197,0.28525424,0.17336905
Guam,GUM,2005,0.32892233,3.1462026,3.9392476,0.28523764,0.17394647
Guam,GUM,2006,0.3289903,3.1522663,3.9422705,0.28522247,0.17433389
Guam,GUM,2007,0.32894582,3.1633065,3.9499815,0.28520602,0.17492992
Guam,GUM,2008,0.3288421,3.173696,3.959929,0.28518692,0.17503047
Guam,GUM,2009,0.32873872,3.182399,3.9695191,0.28515962,0.17549598
Guam,GUM,2010,0.32869577,3.1866434,3.9761252,0.2851217,0.17563334
Guam,GUM,2011,0.3286237,3.191218,3.982099,0.28509772,0.17633452
Guam,GUM,2012,0.32845,3.1936533,3.9902878,0.2850783,0.17697914
Guam,GUM,2013,0.3282405,3.1958547,3.9987557,0.28506115,0.17763929
Guam,GUM,2014,0.3280632,3.198526,4.0054173,0.28504288,0.17881723
Guam,GUM,2015,0.32798436,3.198387,4.0081186,0.2850218,0.17995356
Guam,GUM,2016,0.32794625,3.2000597,4.000842,0.28500825,0.1813042
Guam,GUM,2017,0.32789272,3.1983073,3.9940338,0.2849967,0.18231809
Guam,GUM,2018,0.3276672,3.1985672,3.9997094,0.2849861,0.18261021
Guam,GUM,2019,0.32720676,3.1972318,4.013985,0.28497666,0.1828871
Guatemala,GTM,1990,0.26110035,3.7855756,4.0671277,0.79979086,0.16719288
Guatemala,GTM,1991,0.2607648,3.80976,4.070198,0.7999339,0.16714615
Guatemala,GTM,1992,0.26050594,3.8381498,4.0733595,0.8000808,0.16752139
Guatemala,GTM,1993,0.26032037,3.8666654,4.0765667,0.8002354,0.16732293
Guatemala,GTM,1994,0.26020503,3.8952844,4.0798063,0.8004051,0.16764636
Guatemala,GTM,1995,0.2601567,3.9257407,4.0829983,0.8005847,0.16783455
Guatemala,GTM,1996,0.26024312,3.9719603,4.086142,0.8007614,0.16809662
Guatemala,GTM,1997,0.26047656,4.045967,4.0892453,0.8009279,0.16947465
Guatemala,GTM,1998,0.2607699,4.125211,4.092411,0.80108273,0.16910473
