Entity,Code,Year,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Depressive disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Schizophrenia,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Bipolar disorder,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Eating disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Anxiety disorders
Germany,DEU,2016,608.0844,165.40546,160.41733,91.107185,593.9861
Germany,DEU,2017,601.8883,166.53728,160.27348,91.40141,592.54083
Germany,DEU,2018,594.1424,166.53288,160.1912,91.6507,592.3774
Germany,DEU,2019,583.5697,166.99728,160.14557,91.84972,592.5493
Ghana,GHA,1990,751.7138,134.62505,117.04002,19.697126,283.24734
Ghana,GHA,1991,751.4809,134.67683,117.112206,19.782896,283.13824
Ghana,GHA,1992,751.6535,135.00745,117.25983,19.932873,283.0296
Ghana,GHA,1993,752.2329,135.62119,117.07332,20.021975,282.9271
Ghana,GHA,1994,752.3954,135.84932,117.21104,20.08509,282.8239
Ghana,GHA,1995,751.6017,136.00375,117.14495,20.206533,282.95428
Ghana,GHA,1996,752.17316,136.06902,117.188446,20.191742,282.84918
Ghana,GHA,1997,752.4799,136.01375,117.28269,20.254858,282.57135
Ghana,GHA,1998,752.8161,135.84761,117.31533,20.326418,282.58554
Ghana,GHA,1999,753.0946,136.07173,117.374344,20.303572,282.60144
Ghana,GHA,2000,753.9096,136.01193,117.24271,20.404926,282.54453
Ghana,GHA,2001,754.78644,136.0226,117.356186,20.532007,282.55438
Ghana,GHA,2002,755.8379,136.09334,117.17154,20.683025,282.77533
Ghana,GHA,2003,757.165,136.35773,117.3134,20.874788,282.73428
Ghana,GHA,2004,758.54645,136.70442,117.37081,21.036682,283.14383
Ghana,GHA,2005,759.1961,136.71935,117.391,21.146889,283.2586
Ghana,GHA,2006,758.6111,136.73453,117.23737,21.362957,283.52707
Ghana,GHA,2007,756.6499,136.62688,117.32594,21.56152,283.90237
Ghana,GHA,2008,754.57697,136.49776,117.45183,21.65553,284.21817
Ghana,GHA,2009,751.87103,136.44925,117.3044,21.831738,284.43774
Ghana,GHA,2010,750.0769,136.57018,117.450035,22.09187,284.90485
Ghana,GHA,2011,749.6457,136.5124,117.33667,22.383696,285.52878
Ghana,GHA,2012,750.2363,136.53969,117.468834,22.77176,286.12332
Ghana,GHA,2013,750.88043,136.91017,117.40599,23.18395,287.11523
Ghana,GHA,2014,751.4338,137.23535,117.464355,23.634205,287.6611
Ghana,GHA,2015,752.021,137.4718,117.39038,24.043573,288.0519
Ghana,GHA,2016,752.37115,137.99059,117.39054,24.432673,288.00623
Ghana,GHA,2017,752.5487,138.38034,117.49391,24.824867,288.09094
Ghana,GHA,2018,753.0991,138.58128,117.76456,25.014168,288.14667
Ghana,GHA,2019,754.258,138.92679,117.51619,25.218935,287.82965
Greece,GRC,1990,917.4786,174.65918,195.36873,84.60605,531.9189
Greece,GRC,1991,909.7033,174.33429,195.54712,84.571884,533.0589
Greece,GRC,1992,904.73566,174.12135,195.53735,84.58544,533.5433
Greece,GRC,1993,901.6864,174.21574,195.27039,84.64783,534.05597
Greece,GRC,1994,901.11005,174.13959,195.44235,84.85628,534.4999
Greece,GRC,1995,900.80347,174.03871,195.2208,85.09829,534.7664
Greece,GRC,1996,923.617,174.13867,195.23839,85.37048,534.5665
Greece,GRC,1997,978.5377,174.24794,195.12515,85.72096,533.868
Greece,GRC,1998,1043.6167,174.19682,194.90634,86.2351,533.6738
Greece,GRC,1999,1098.4568,174.38646,194.98253,87.043465,533.6391
Greece,GRC,2000,1121.3738,174.40842,194.78578,87.671104,533.2766
Greece,GRC,2001,1113.3578,174.26263,194.72824,88.81314,533.24713
Greece,GRC,2002,1092.5991,173.94489,194.56642,90.171104,532.1978
Greece,GRC,2003,1068.2908,173.96233,194.57951,91.73392,531.3515
Greece,GRC,2004,1046.9865,173.67473,194.56934,93.02431,530.2336
Greece,GRC,2005,1037.4194,173.37926,194.36855,93.71486,530.8442
Greece,GRC,2006,1036.5438,173.70247,194.51068,94.08259,532.3639
Greece,GRC,2007,1036.87,174.00511,194.41342,94.01757,534.01776
Greece,GRC,2008,1037.5573,174.26811,194.34021,93.685555,536.51666
Greece,GRC,2009,1037.89,174.1255,194.5851,93.57904,538.7065
Greece,GRC,2010,1036.0645,174.50562,194.79248,93.40759,540.54333
Greece,GRC,2011,1017.1037,174.13408,194.81136,93.14691,543.2082
Greece,GRC,2012,975.4973,174.328,194.86372,92.823235,546.17017
Greece,GRC,2013,925.52704,174.21068,194.85387,92.42004,549.7578
Greece,GRC,2014,883.334,174.23064,195.05939,92.04455,552.8686
Greece,GRC,2015,864.65045,173.97028,195.19801,91.923615,555.20245
Greece,GRC,2016,869.27106,174.0151,195.31102,92.09551,556.5175
Greece,GRC,2017,880.45996,173.49469,195.2818,92.17633,556.3073
Greece,GRC,2018,899.4039,173.56996,195.25246,92.07203,555.2997
Greece,GRC,2019,927.75476,173.80046,195.079,91.78014,553.9474
Greenland,GRL,1990,1214.3795,233.61064,131.28052,92.19674,445.83594
Greenland,GRL,1991,1226.1691,234.73656,131.3189,91.7924,446.43906
Greenland,GRL,1992,1235.3088,235.8567,131.44875,91.35564,447.08185
Greenland,GRL,1993,1242.3422,236.971,131.53247,90.95048,447.65402
Greenland,GRL,1994,1245.8928,237.5545,131.43268,90.50052,447.68005
Greenland,GRL,1995,1247.9034,237.7327,131.45348,90.21757,448.02646
Greenland,GRL,1996,1246.1855,237.61598,131.90237,90.303505,448.19238
Greenland,GRL,1997,1243.4546,237.26468,131.69397,90.479744,448.71445
Greenland,GRL,1998,1238.1464,237.43661,131.6869,90.552345,449.1704
Greenland,GRL,1999,1232.2245,237.01407,131.88333,90.62761,449.31027
Greenland,GRL,2000,1226.8611,237.08122,131.68433,90.57654,449.43817
Greenland,GRL,2001,1223.1083,236.91844,132.55977,90.85887,449.7994
Greenland,GRL,2002,1218.7122,238.17911,134.25648,91.33412,450.04846
Greenland,GRL,2003,1213.3116,239.25093,136.03763,91.96279,450.43045
Greenland,GRL,2004,1208.8594,240.20776,137.62013,92.687546,450.62103
Greenland,GRL,2005,1204.9751,240.85916,138.23839,93.57233,451.3032
Greenland,GRL,2006,1200.8888,241.28294,138.37187,94.694046,451.62677
Greenland,GRL,2007,1195.2965,241.81621,138.58083,95.91142,451.69083
Greenland,GRL,2008,1189.6152,242.02242,138.66533,97.042984,451.8031
Greenland,GRL,2009,1181.9832,242.15141,138.48529,98.051865,451.94305
Greenland,GRL,2010,1176.6211,242.26292,138.56259,98.975716,452.2954
Greenland,GRL,2011,1169.7761,242.0174,138.65424,100.073364,453.0293
Greenland,GRL,2012,1159.9868,242.27373,138.83144,100.90701,454.36172
Greenland,GRL,2013,1150.4578,241.90077,138.88892,101.853065,455.62613
Greenland,GRL,2014,1142.3596,241.49162,138.9412,102.74537,456.894
Greenland,GRL,2015,1138.7913,241.46188,139.14558,103.50987,458.11194
Greenland,GRL,2016,1141.3597,239.29053,139.11984,104.070816,458.9735
Greenland,GRL,2017,1143.9434,236.9104,139.03357,104.71059,460.04416
Greenland,GRL,2018,1129.5773,237.04439,139.03117,105.27419,460.04022
Greenland,GRL,2019,1098.6917,237.53403,139.01001,105.76942,459.74368
Grenada,GRD,1990,568.19366,173.24007,200.03807,37.28441,406.7991
Grenada,GRD,1991,564.86285,173.55162,199.75452,37.54114,405.78122
Grenada,GRD,1992,561.8777,173.49806,199.82553,37.83905,404.85022
Grenada,GRD,1993,560.3934,174.23117,199.96107,38.244976,403.79092
Grenada,GRD,1994,559.17523,174.47581,200.0008,38.476112,403.12167
Grenada,GRD,1995,558.95807,174.5997,199.95538,38.80842,403.19846
Grenada,GRD,1996,560.2446,174.82845,199.80685,39.106464,402.63867
Grenada,GRD,1997,562.59106,175.17378,199.8523,39.433815,402.92957
Grenada,GRD,1998,565.40466,175.24973,199.98128,39.84516,402.94412
Grenada,GRD,1999,567.9103,175.5223,199.9486,40.24664,402.95554
Grenada,GRD,2000,569.95135,175.90823,199.62798,40.68287,403.03848
Grenada,GRD,2001,571.0248,175.8389,199.86247,41.131233,402.86664
Grenada,GRD,2002,572.9807,176.25598,199.64531,41.795395,402.4472
Grenada,GRD,2003,574.09973,176.34557,199.61632,42.414505,402.1164
Grenada,GRD,2004,575.0192,176.54477,199.59744,43.008343,401.75156
Grenada,GRD,2005,575.0237,176.6269,199.47676,43.457058,401.3383
Grenada,GRD,2006,572.58215,176.86668,199.76698,43.939964,401.414
Grenada,GRD,2007,568.0549,176.99648,199.63055,44.467995,402.22018
Grenada,GRD,2008,562.9269,177.4451,199.43445,44.880867,403.60864
Grenada,GRD,2009,558.5056,177.83687,199.41302,45.21442,404.5483
Grenada,GRD,2010,556.32135,177.47594,199.37718,45.44727,405.27316
Grenada,GRD,2011,556.5473,177.63034,199.41064,45.5615,405.9395
Grenada,GRD,2012,557.5878,177.56732,199.21638,45.61678,406.69183
Grenada,GRD,2013,558.70654,177.44325,199.17528,45.61701,407.98505
Grenada,GRD,2014,559.67865,177.57928,199.26694,45.629185,408.88196
Grenada,GRD,2015,560.64453,177.34851,199.0948,45.72609,409.3736
Grenada,GRD,2016,560.4288,177.79396,199.20985,46.240944,409.30243
Grenada,GRD,2017,560.39185,178.05646,199.18347,46.93774,408.79666
Grenada,GRD,2018,562.5535,178.47948,199.0794,47.261787,408.82593
Grenada,GRD,2019,567.0778,178.97754,198.7741,47.534424,409.09875
Guam,GUM,1990,509.98624,213.13927,61.740643,37.514534,373.00266
Guam,GUM,1991,509.7477,213.55338,61.818222,37.20807,373.56793
Guam,GUM,1992,509.09747,213.58339,61.76043,36.921406,374.18158
Guam,GUM,1993,508.7931,213.76122,61.66827,36.759594,374.75677
Guam,GUM,1994,508.41904,213.58649,61.712082,36.624187,375.73264
Guam,GUM,1995,507.88715,213.17679,61.722004,36.56507,376.24875
Guam,GUM,1996,506.91296,212.69371,61.77478,36.621292,377.22366
Guam,GUM,1997,505.4824,211.93451,61.714207,36.461998,378.00687
Guam,GUM,1998,503.94464,210.91728,61.711597,36.487988,378.9686
Guam,GUM,1999,502.83194,210.30396,61.625034,36.396687,380.22147
Guam,GUM,2000,501.9515,209.79465,61.618916,36.453785,380.18878
Guam,GUM,2001,501.74197,209.63754,61.706486,36.539528,380.4944
Guam,GUM,2002,501.66803,210.48953,61.71773,36.78844,379.63675
Guam,GUM,2003,502.33698,211.37419,61.802406,36.959335,379.38995
Guam,GUM,2004,503.1848,212.00783,61.739918,37.145138,378.9115
Guam,GUM,2005,503.83167,212.46446,61.72904,37.266823,378.55606
Guam,GUM,2006,505.27405,212.39302,61.786358,37.35058,378.9873
Guam,GUM,2007,507.45428,212.21567,61.75685,37.48744,379.78787
Guam,GUM,2008,509.50186,212.11685,61.846626,37.485146,380.67072
Guam,GUM,2009,511.5203,212.31413,61.8529,37.573273,381.66202
Guam,GUM,2010,512.3838,212.31187,61.757435,37.63001,382.02902
Guam,GUM,2011,513.38165,212.21199,61.816822,37.76508,382.57675
Guam,GUM,2012,513.8349,212.04652,61.654182,37.889297,383.31677
Guam,GUM,2013,514.35944,211.91486,61.60033,38.052036,384.2779
Guam,GUM,2014,514.7784,211.57773,61.5927,38.28869,384.61346
Guam,GUM,2015,514.84314,211.54611,61.705467,38.50805,384.7067
Guam,GUM,2016,514.8395,211.31848,61.5612,38.80189,383.7835
Guam,GUM,2017,514.40704,211.24487,61.616905,39.002026,382.61807
Guam,GUM,2018,514.42706,210.96634,61.573933,39.055336,383.27664
Guam,GUM,2019,513.9477,210.7296,61.5382,39.115543,384.94928
Guatemala,GTM,1990,680.8441,165.34927,171.87859,35.281727,385.9582
Guatemala,GTM,1991,686.0513,165.29973,171.51877,35.270546,386.46042
Guatemala,GTM,1992,692.2695,165.02386,171.7141,35.356636,386.45114
Guatemala,GTM,1993,698.2601,164.79247,171.81036,35.33255,387.0064
Guatemala,GTM,1994,704.2849,164.8147,171.7837,35.404556,387.26828
Guatemala,GTM,1995,710.6747,164.83638,171.95506,35.457394,387.77557
Guatemala,GTM,1996,720.06866,165.21304,171.978,35.521126,388.16562
Guatemala,GTM,1997,735.22156,165.20444,172.14821,35.838104,388.66406
Guatemala,GTM,1998,751.3714,165.35123,171.96529,35.79323,388.96008
Guatemala,GTM,1999,764.6014,165.34538,172.22968,36.032207,389.25073
Guatemala,GTM,2000,770.6299,165.84467,172.39061,36.127148,389.82654
Guatemala,GTM,2001,771.3085,166.09251,172.56479,36.291565,390.36426
Guatemala,GTM,2002,771.16034,165.84332,172.48714,36.398705,391.03644
Guatemala,GTM,2003,770.6268,166.06778,172.39319,36.64104,391.7509
Guatemala,GTM,2004,769.71045,166.33104,172.61217,36.77813,392.51608
Guatemala,GTM,2005,767.81335,166.29814,172.70543,37.01062,392.81424
Guatemala,GTM,2006,762.9659,166.2335,172.66115,37.114002,393.7793
Guatemala,GTM,2007,753.6544,166.71469,172.88017,37.32299,394.77396
Guatemala,GTM,2008,741.95844,167.21048,172.79611,37.54456,396.495
Guatemala,GTM,2009,730.02515,167.28447,172.8476,37.656208,397.64536
Guatemala,GTM,2010,719.37024,167.60582,172.77258,37.856472,398.85828
Guatemala,GTM,2011,707.5436,167.61243,172.88298,38.00855,400.1219
Guatemala,GTM,2012,692.77026,167.46622,172.71066,38.1327,401.62424
Guatemala,GTM,2013,678.1335,167.35724,172.73601,38.277855,403.30627
Guatemala,GTM,2014,666.9288,167.4678,172.81873,38.41895,404.67926
Guatemala,GTM,2015,661.9779,167.52019,172.81232,38.60189,405.5872
Guatemala,GTM,2016,663.92816,167.84177,172.78242,39.04006,406.61194
Guatemala,GTM,2017,665.6544,167.97063,172.92612,39.520493,406.98944
Guatemala,GTM,2018,663.43854,167.99355,172.76471,39.635414,406.9158
Guatemala,GTM,2019,658.2619,167.29846,172.62886,39.723637,406.4585
Guinea,GIN,1990,726.46405,133.42079,115.46131,19.060326,316.4035
Guinea,GIN,1991,727.0616,133.61507,115.57797,19.037317,316.23685
Guinea,GIN,1992,728.23016,133.86655,115.770996,18.998762,315.97107
Guinea,GIN,1993,729.27277,133.9652,115.79951,18.920109,315.80243
Guinea,GIN,1994,729.868,134.25047,115.81059,18.914598,315.50613
Guinea,GIN,1995,731.25653,134.23705,115.74586,18.901064,315.79498
Guinea,GIN,1996,732.9252,134.16971,115.719765,18.79919,316.09894
Guinea,GIN,1997,734.844,134.10992,115.693016,18.733948,316.80988
Guinea,GIN,1998,736.87006,133.87912,115.83135,18.640543,317.22543
Guinea,GIN,1999,739.80084,133.67148,115.95702,18.606138,317.82056
Guinea,GIN,2000,741.864,133.62036,116.00545,18.606499,318.4567
Guinea,GIN,2001,743.14014,133.63394,116.02064,18.598957,318.55325
Guinea,GIN,2002,744.32605,133.81444,115.98425,18.5836,318.75757
Guinea,GIN,2003,745.53925,134.05586,116.071335,18.561392,319.11276
Guinea,GIN,2004,746.85205,134.03654,115.89242,18.619787,319.1264
Guinea,GIN,2005,747.5473,134.04645,115.965355,18.5792,319.16504
Guinea,GIN,2006,748.5,134.09164,115.82668,18.578278,319.37283
Guinea,GIN,2007,749.20416,133.72346,115.65223,18.613123,319.01096
Guinea,GIN,2008,750.16156,133.37561,115.75685,18.630228,318.65515
Guinea,GIN,2009,751.0938,132.87686,115.64633,18.55614,318.3038
Guinea,GIN,2010,751.11285,132.73857,115.91371,18.57717,318.3267
Guinea,GIN,2011,751.66046,132.7507,115.80333,18.632872,318.601
Guinea,GIN,2012,752.31506,132.9639,115.899254,18.776585,318.76422
Guinea,GIN,2013,753.1215,133.06125,115.846954,18.942625,319.10944
Guinea,GIN,2014,753.5841,133.18279,115.89261,19.053095,319.33035
Guinea,GIN,2015,754.2192,133.37303,115.86802,19.174686,319.72726
Guinea,GIN,2016,754.0179,133.25458,115.99398,19.494982,320.1552
Guinea,GIN,2017,753.98254,133.49301,116.016846,19.759605,320.6297
Guinea,GIN,2018,754.39624,133.4369,115.998665,19.89879,320.47766
Guinea,GIN,2019,756.12463,133.81744,116.028885,20.000965,319.80295
Guinea-Bissau,GNB,1990,750.3548,129.53517,113.11663,18.270332,291.42828
Guinea-Bissau,GNB,1991,750.63916,129.8757,113.10561,18.35672,291.4003
Guinea-Bissau,GNB,1992,750.76697,130.19846,113.03129,18.43391,291.64465
Guinea-Bissau,GNB,1993,751.6982,130.27762,113.29731,18.554922,291.47757
Guinea-Bissau,GNB,1994,752.31494,130.41455,113.28468,18.504988,291.62335
Guinea-Bissau,GNB,1995,753.1313,130.80396,113.08801,18.464533,291.75714
Guinea-Bissau,GNB,1996,754.7795,130.59053,113.09487,18.45953,291.86548
Guinea-Bissau,GNB,1997,757.3726,130.34146,113.062584,18.413824,292.17456
Guinea-Bissau,GNB,1998,760.6971,130.20338,113.148026,18.350958,292.5222
Guinea-Bissau,GNB,1999,763.05695,130.29745,113.04811,18.217066,292.67297
Guinea-Bissau,GNB,2000,764.6299,129.89915,113.07712,18.144777,292.61075
Guinea-Bissau,GNB,2001,765.83606,130.00328,113.05108,18.118116,292.4381
Guinea-Bissau,GNB,2002,767.39374,129.62581,113.19726,18.121988,292.52344
Guinea-Bissau,GNB,2003,769.37494,129.84412,113.22655,18.09348,292.7506
Guinea-Bissau,GNB,2004,770.63,129.75418,113.21909,18.104486,292.36008
Guinea-Bissau,GNB,2005,771.52057,129.54971,113.185,18.071209,292.44794
Guinea-Bissau,GNB,2006,772.2111,129.69781,113.247765,18.005146,292.2337
Guinea-Bissau,GNB,2007,773.5102,129.51299,113.32157,17.973595,292.45804
Guinea-Bissau,GNB,2008,774.1348,129.59038,113.34307,17.965624,292.4611
Guinea-Bissau,GNB,2009,775.2369,129.47006,113.34676,17.972763,292.62714
Guinea-Bissau,GNB,2010,775.0292,129.80533,113.290504,17.983383,292.5967
Guinea-Bissau,GNB,2011,775.2888,129.63577,113.07445,17.935642,293.0894
Guinea-Bissau,GNB,2012,775.6999,129.4773,113.278755,18.058523,293.61008
Guinea-Bissau,GNB,2013,776.1754,129.1831,113.37976,18.159761,294.39703
Guinea-Bissau,GNB,2014,776.6008,129.15263,113.408485,18.239883,295.07172
Guinea-Bissau,GNB,2015,776.83527,129.1061,113.41223,18.35181,295.63748
Guinea-Bissau,GNB,2016,776.79065,129.34267,113.25955,18.586458,296.1468
Guinea-Bissau,GNB,2017,778.06323,129.33789,113.36567,18.703402,296.5154
Guinea-Bissau,GNB,2018,779.00464,129.74675,113.351326,18.79316,296.47433
Guinea-Bissau,GNB,2019,780.0025,130.15312,113.25198,18.8963,295.64886
Guyana,GUY,1990,845.6527,160.07127,186.05246,30.883064,410.53314
Guyana,GUY,1991,847.95166,160.25134,185.9992,30.910233,409.6828
Guyana,GUY,1992,850.7927,160.65451,186.12807,31.009035,409.33588
Guyana,GUY,1993,853.9865,160.61275,185.98346,31.163813,409.38992
Guyana,GUY,1994,857.07764,160.8076,186.14027,31.34997,408.8802
Guyana,GUY,1995,860.46515,160.85724,185.93663,31.566793,408.77438
Guyana,GUY,1996,866.6968,161.3096,185.9132,31.762444,408.73865
Guyana,GUY,1997,876.5199,161.41663,186.2749,32.174797,408.24225
Guyana,GUY,1998,888.43604,161.84245,185.8932,32.68941,408.09094
Guyana,GUY,1999,899.25494,162.06343,186.02707,33.07615,408.34842
Guyana,GUY,2000,907.9773,162.53406,186.16843,33.380558,408.2675
Guyana,GUY,2001,916.2207,162.50935,186.03432,33.580517,408.1548
Guyana,GUY,2002,925.84906,163.01274,186.00179,33.737343,408.13168
Guyana,GUY,2003,934.8834,162.76926,186.11589,33.870007,408.52655
Guyana,GUY,2004,942.3464,162.8003,186.30121,34.01262,408.35245
Guyana,GUY,2005,945.3796,163.18571,186.20847,34.165993,408.46436
Guyana,GUY,2006,946.4286,163.13591,186.19414,34.390244,408.8633
Guyana,GUY,2007,946.26697,163.26532,186.25835,34.657337,409.10822
Guyana,GUY,2008,945.58997,163.3437,186.15991,34.9444,410.06223
Guyana,GUY,2009,944.24365,163.52245,186.32307,35.249302,410.2605
Guyana,GUY,2010,944.1105,163.73878,186.30952,35.549026,410.94855
Guyana,GUY,2011,943.323,163.6823,186.30008,35.89393,411.44827
Guyana,GUY,2012,941.47955,163.87762,186.33862,36.411743,412.54645
Guyana,GUY,2013,938.5578,163.64517,186.33339,36.886734,413.68073
Guyana,GUY,2014,936.15826,163.77242,186.30591,37.330223,414.46896
Guyana,GUY,2015,934.61743,164.10452,186.28928,37.877453,415.12964
Guyana,GUY,2016,934.1526,164.56476,186.46356,38.407894,413.6122
Guyana,GUY,2017,932.95056,165.06883,186.25795,38.9979,411.8234
Guyana,GUY,2018,926.91595,165.56995,186.28067,39.283077,412.31302
Guyana,GUY,2019,915.4424,166.12863,186.35129,39.639538,414.3309
Haiti,HTI,1990,664.4447,155.08127,181.27708,26.684393,421.66953
Haiti,HTI,1991,661.7198,154.84631,181.2258,26.377815,420.90118
Haiti,HTI,1992,659.1117,154.45148,181.21979,26.06092,420.77182
Haiti,HTI,1993,657.0002,154.19873,181.08229,25.763275,420.4351
Haiti,HTI,1994,655.21405,153.66948,181.10612,25.5699,419.92056
Haiti,HTI,1995,654.5229,153.80893,181.10147,25.464907,419.82635
Haiti,HTI,1996,654.3979,153.84636,181.0948,25.440672,419.41428
Haiti,HTI,1997,654.26746,153.7444,181.03813,25.445744,419.2747
Haiti,HTI,1998,654.3766,153.59618,181.1475,25.430468,419.39847
Haiti,HTI,1999,654.3394,153.43314,181.3845,25.431337,419.30145
Haiti,HTI,2000,654.2436,153.38959,181.2253,25.482273,419.3538
Haiti,HTI,2001,654.5419,153.21484,181.13133,25.471092,419.48358
Haiti,HTI,2002,653.9162,153.46565,181.3733,25.499847,419.83447
Haiti,HTI,2003,653.547,153.48674,181.26822,25.42505,420.24268
Haiti,HTI,2004,652.7714,153.65898,181.49599,25.366713,420.8916
Haiti,HTI,2005,651.73645,153.5817,181.37407,25.369244,421.2349
Haiti,HTI,2006,649.60913,153.50052,181.55501,25.40062,421.7733
Haiti,HTI,2007,646.6182,153.6022,181.7032,25.30701,422.86792
Haiti,HTI,2008,643.25165,153.65152,181.79623,25.282803,424.14355
Haiti,HTI,2009,640.7706,153.61969,181.87683,25.257742,425.47995
Haiti,HTI,2010,638.6438,153.36931,181.55997,25.260372,425.5777
Haiti,HTI,2011,637.558,152.59485,181.05594,25.167084,426.0431
Haiti,HTI,2012,637.84686,152.55087,180.62386,25.246191,428.97256
Haiti,HTI,2013,638.9902,152.31967,181.0267,25.241508,431.37888
Haiti,HTI,2014,639.9166,152.58044,181.23787,25.29815,433.8905
Haiti,HTI,2015,640.4758,152.65292,181.04076,25.298698,435.64304
Haiti,HTI,2016,641.6562,152.74365,180.83308,25.448915,436.47437
Haiti,HTI,2017,642.7446,152.8117,180.84181,25.599213,436.24792
Haiti,HTI,2018,643.5225,152.81316,180.91422,25.684288,437.23727
Haiti,HTI,2019,644.38586,152.96342,180.9449,25.830563,438.31476
High income (WB),,1990,597.9483,207.16656,157.23555,77.63021,450.15958
High income (WB),,1991,599.94763,207.76384,157.1578,78.75894,449.72714
High income (WB),,1992,602.621,208.32413,157.11836,79.8009,449.38602
